分類番号1	分類番号2	食品名カテ1	食品名カテ2	食品名カテ3	食品名カテ4	食品名カテ5	食品名カテ6	食品名カテ7	食品名カテ8	英語表記
74	16351						冷凍たいしょうえび			"Frozen ""taisho-ebi"" "
74	16352						冷凍くるまえび			"Frozen ""kuruma-ebi"" "
74	16359						その他の冷凍えび類			Other frozen shrimps 
74	1636					冷凍かに				Frozen crab 
74	16361						冷凍けがに			Frozen horsehair crab 
74	16362						冷凍ずわいがに			Frozen snow crab 
74	16369						その他の冷凍かに			Other frozen crab 
74	1637					冷凍さめ				Frozen shark 
74	1638					冷凍食用かえる				Frozen frog legs 
74	1641					冷凍すり身				"Frozen ""suri-mi"" "
74	16411						冷凍すけとうだらすり身			"Frozen ""suri-mi"" of Alaska pollack "
74	16412						冷凍ホキすり身			"Frozen ""suri-mi"" of Hoki "
74	16419						その他の冷凍すり身			"Other frozen ""suri-me"" "
74	1699					その他の冷凍魚介類（冷凍食品を除く。）				Other frozen fishes and shellfishes (except prepared frozen foods) 
74	16991						冷凍たら卵			Frozen cod roe; frozen Alaska pollack roe 
74	16992						冷凍にしん卵			Frozen herring roe 
74	16993						その他の冷凍魚卵			Other frozen fish roes 
74	16999						他に分類されない冷凍魚介類			"Frozen fish and shellfish, n.e.c. "
74	17			水産物冷凍食品（冷凍調理食品を除く。）						Frozen prepared aquatic products (except frozen cooking foods) 
74	171				魚類冷凍食品					Frozen prepared fishes 
74	1711					丸もの				Round style 
74	171101							あじ		Horse mackerel 
74	171102							さば		Mackerel 
74	171103							いわし		Sardine 
74	171104							さんま		Saury pike 
74	171105							かれい		Flat fish 
74	171106							にじます		Rainbow trout 
74	171107							きれんこ（きしまだい）		Yellow sea bream 
74	171108							つぼだい		Boar fish
74	171111							きす		Sand borer 
74	171112							あゆ		Sweet smelt 
74	171113							ちか		"""Chika"" surfsmelt "
74	171114							わかさぎ		Pond smelt 
74	171199							その他の丸もの		Other round style 
74	1712					開き				Splitted style (Hiraki) 
74	171201							あじ		Horse mackereles 
74	171202							さんま		Saury pike 
74	171203							きす		Sand borer 
74	171204							あなご		Conger-eel 
74	171205							はも		Sharp-toothed eel 
74	171206							かます		Barracuda 
74	171207							とらきす		Weever 
74	171208							うなぎ		Eel 
74	171211							にぎす		Deep sea smelt 
74	171299							その他の開き		Other splitted style 
74	1713					ドレス				Dressed style 
74	17131						あかうお			Redfish 
74	17132						かわはぎ			Filefish 
74	17139						その他のドレス			Other dressed style fishes 
74	1714					フィレー				Single fillet style 
74	17141						さば			Mackerel 
74	17142						あじ			Horse mackerel 
74	17143						メルルーサ			Common hake 
74	17144						すけとうだら			Alaska pollack 
74	17149						その他のフィレー			Other single fillet style fishes 
74	1715					切身				Sliced meat style 
74	171501							まぐろ		Tuna 
74	171502							かじき		Swordfish 
74	171503							おひょう		Halibut 
74	171504							むつ		Big-eye 
74	171505							さわら		Spanish mackerel 
74	171506							しいら		Dorado 
74	171507							めぬけ		Redfish 
74	171508							たちうお		Hairtail 
74	171511							あかうお		Redfish 
74	171512							ぎんだら		Blackcod 
74	171513							まだら		Cod 
74	171514							からすがれい		"Greenland halibut, Greenland tarbot "
74	171515							白がれい		Flathead sole 
74	171516							さけ		Salmon 
74	171517							ます		"Pink salmon, cherry salmon "
74	171518							つぼだい		Boar fish 
74	171521							あんこう		Frogfish 
74	171599							その他の切身		Other sliced meat 
74	1716					さしみ				Sasimi 
74	17161						かじきさしみ			Sasimi of marlin meat 
74	17162						まぐろさしみ			Sasimi of tuna meat 
74	17163						しめさば			Sasimi of shimesaba 
74	17169						その他のさしみ			Other sasimi 
74	1719					その他の魚類冷凍食品				Other frozen prepared fishes 
74	172				たこ類冷凍食品					Frozen prepared octopuses 
74	1721					煮だこ				Boiled octopus 
74	1722					味付だこ				Seasoned octopus 
74	1723					酢だこ				(Sliced and) vinegared octopus 
74	1724					洗だこ				Crimped slices of raw octopus 
74	1729					その他のたこ類冷凍食品				Other frozen prepared octopuses 
74	173				いか類冷凍食品					Frozen prepared cuttlefish and squid 
74	1731					丸いか				Rounded cuttlefish 
74	1732					つぼぬきいか				Gutted squid .... 
74	1733					ひらきいか				Opened cuttlefish and squid 
74	1734					さしみいか				Sasimi of cuttlefish and squid 
74	1735					いか足				Pedes of squid 
74	1736					いかたんざく				Long striped of cuttlefish and squid 
74	1739					その他のいか類冷凍食品				Other frozen prepared cuttlefish and squid 
74	174				貝類冷凍食品					Frozen prepared shellfishes 
74	17401						ほたて貝柱			Ligament of scallap 
74	17402						まつぶ貝			Whelk 
74	17403						あわび			Common abalone 
74	17404						あさり			Little neck clam 
74	17405						あさり生むき			Shucked little neck clam 
74	17406						とりがい			Heart clam 
74	17407						ばい貝			Ivory shell 
74	17408						ほたてがい			Common scallap 
74	17411						かき			Oyster 
74	17499						その他の貝類冷凍食品			Other frozen prepared shellfishes 
74	175				えび類冷凍食品					Frozen prepared shrimps and prawns 
74	1751					煮むきえび（カクテルシュリンプ）				Boiled shucked shrimp and prawn (cocktail shrimp)... 160520 
74	1752					むきえび				Shucked shrimp and prawn 
74	1753					さくらえび				Spotted shrimp 
74	1754					えび				Shrimp and prawn 
74	1755					たいしょうえび				"""Taisho-ebi"" "
74	1759					その他のえび類冷凍食品				Other shrimps and prawns 
74	176				かに類冷凍食品					Frozen prepared crabs 
74	1761					たらばがに				King crab 
74	1762					ずわいがに				Snow crab 
74	1769					その他のかに類冷凍食品				Other frozen prepared crabs 
74	177				食用かえる冷凍食品					Frozen frog legs 
74	179				その他の水産物冷凍食品（冷凍調理食品を除く。）					Other frozen prepared aquatic products (except frozen 
74	18			ねり製品						Fish paste products 
74	181				特殊包装かまぼこ類					"""Kamaboko"" of special packing "
74	1811					ケーシング詰かまぼこ				"Casing packed ""Kamaboko' "
74	1812					リテーナ成形かまぼこ				"Retainer style “Kamaboko"" "
74	1819					その他の特殊包装かまぼこ類				"Other “Kamaboko"" of special packing "
74	182				蒸かまぼこ類					Mushi-kamaboko (steamed) 
74	1821					板付かまぼこ				"“Itatsuki-kamaboko"" "
74	1822					蒸焼かまぼこ				"""Mushiyaki-kamaboko"" "
74	1823					蒸ちくわ				"""Mushichikuwa"" "
74	1829					その他の蒸しかまぼこ				"Other “Mushi-kamaboko"" steamed "
74	183				焼付かまぼこ類					"""Yakiita-kamaboko"" (baked) "
74	1831					板付焼板かまぼこ				"“Itatsukiyakiita-kamaboko"" "
74	1832					焼ちくわ				"""Yakichikuwa"" "
74	1833					卵黄焼かまぼこ				"“Rano yaki-kamaboko"" "
74	1839					その他の焼板かまぼこ				"Other ""yakiita-kamaboko"" "
74	184				ゆでかまぼこ					"""Yude-kamaboko"" (boiled) "
74	1841					はんぺん				"""Hampen"" "
74	1842					なると				"""Naruto"" "
74	1849					その他のゆでかまぼこ				"Other ""yude-kamaboko"" (boiled) "
74	185				揚かまぼこ					"""Age-kamaboko"" (fried) "
74	186				特殊かまぼこ					"""Tokushu-kamaboko"" "
74	1861					風味かまぼこ				Flavered fish cakes 
74	18611						かに風味かまぼこ			Crab flavored fish cakes 
74	18612						ほたて風味かまぼこ			Scallop flavored fish cakes 
74	18619						その他の風味かまぼこ			Other flavored fish cakes 
74	1869					その他の特殊かまぼこ				"Other ""Tokushu-kamaboko"" "
74	187				魚肉ハム・ソーセージ類					"Fish meat ham, sausage and hamburg "
74	1871					魚肉ハム				Fish meat ham 
74	1872					魚肉ソーセージ				Fish sausage 
74	1873					魚肉ハンバーグ				Fish meat hamburg 
74	189				その他のねり製品					Other fish paste products 
74	19			その他の加工魚介類						"Other fish and shellfish, prepared or preserved "
74	191				くん製魚介類					Smoked fish and shellfish 
74	1911					くん製にしん				Smoked herring 
74	1912					くん製さけ・ます				Smoked salmon 
74	1913					くん製いか				Smoked cuttlefish and squid 
74	1914					輪いか				"""Waika"" (smoked) "
74	1915					くん製たら（すけとうだらを含む。）				Smoked cod (including Alaska pollack) 
74	1916					くん製かき				Smoked oyster 
74	1919					その他のくん製魚介類				Other smoked fish and shellfish 
74	192				節類					"""Fushi-rui"" "
74	1921					いわし節				"“Iwashi-bushi"" "
74	1922					かつお節				"""Katsuo-bushi"" "
74	1923					そうだ節				"""Soda-bushi"" "
74	1924					まぐろ節				"""Maguro-bushi"" "
74	1925					さば節				"""Saba-bushi"" "
74	1926					あじ節				"""Aji-bushi"" "
74	1927					かつおなまり節				"""Katsuo-namaribushi"" "
74	1928					さんま節				"""Sanma-bushi"" "
74	1929					その他の節類				"Other ""fushi-rui"" "
74	193				削節類					"""Kezuribushi-rui"" (flakes of boiled fish meat) "
74	1931					いわし削節				"“Iwashi-kezuribushi"" (saldine flakes) "
74	1932					かつお削節				"""Katsuo-kezuribushi"" (skipjack flakes) "
74	1933					さば削節				"“Saba-kezuribushi"" (mackerel flakes) "
74	1934					むろあじ削節				"“Muroaji-kezuribushi"" (horse mackerel flakes) "
74	1935					さんま削節				"""Sanma-kezuribushi"" (saury pike flakes) "
74	1936					混合削節				Mixed-kezuribushi (mixed flakes) 
74	1939					その他の削節類				"Other ""kezuribushi-rui"" "
74	194				塩辛製品					"""Shiokara"" (pickled in salt) "
74	1941					かつお塩辛				"""Katsuo-shiokara"" (skipjack pickled in salt) "
74	1942					いか塩辛				"“Ika-shiokara"" (cuttlefish pickled in salt) "
74	1943					あみ塩辛				"""Ami-shiokara"" (mysid shrimp pickled in salt) "
74	1944					このわた塩辛				"""Konowata shiokara"" "
74	1949					その他の塩辛製品				"Other ""shiokara"" "
74	195				水産物つくだに					"""Suisanbutsu tsukudani"" (marine products boiled soy-bean sauce) "
74	1951					かつお角煮				"""Kastuo-kakuni"" (skipjack boiled soy-bean sauce) "
74	1952					こうなごつくだに				"“Konago-tsukudani"" "
74	1953					切りするめつくだに				"“Kirisurume-tsukudani"" (dried cuttlefish boiled soy-bean sauce) "
74	1954					はまぐりつくだに				"“Hamaguri-tsukudani"" (hard clam boiled soy-bean sauce) "
74	1955					あさりつくだに				"“Asari-tsukudani"" (little neck clam boiled soy-bean sauce) 160590 "
74	1956					えび（あみを含む。）つくだに				"""Ebi-tsukudani"" (shrimp and prawn boiled soy-bean sauce) 160520 "
74	1957					わかさぎつくだに				"""Wakasagi-tsukudani"" (pond smelt boiled soy-bean sauce) 160419 "
74	1958					はぜつくだに				"""Haze-tsukudani"" (goby boiled soy-bean sauce) "
74	1959					その他の水産物つくだに				"Other ""suisanbutsu tsukudani"" "
74	196				水産物つけもの					“Suisanbutsu tsukemono” (pickled marine products) 
74	1961					いわしぬかづけ				"“Iwashi-nukazuke"" (sardine pickled in rice-bran and salt).. 160413 "
74	1962					たらかすづけ				"“Tara-kasu-zuke"" (red rock cod pickled in lees and salt) .... 160419 "
74	1963					あこうだいかすづけ				"Ako dai-kasu-zuke"" (red rock cod pickled in lees and salt) 160419 "
74	1964					このしろあわづけ				"""Konoshiro-awa-zuke"" (thrend herring pickled in millet and salt) "
74	1969					その他の水産物つけもの				"Other “suisanbutsu tsukemono "" "
74	197				調味加工品					Processed seasoning 
74	19701						たらそぼろ			"“Tara soboro"" (sugared cod powder) "
74	19702						たいそぼろ			"""Tai-soboro"" (sugared sea bream powder) "
74	19703						みりんぼしいわし			"“Mirin-boshi iwashi"" "
74	19704						みりんぼしさんま			"""Mirin-boshi sanma' "
74	19705						みりんぼしあじ			"*Mirin-boshi aji"" "
74	19706						食料魚粉			Edible fish meal 
74	19707						さきいか（ソフトさきいかを含む。）			"*Saki-ika (including soft “saki-ika"") "
74	19708						うに加工品			Processed sea urchin 
74	19711						うにあえもの			"""Uni-aemono"" "
74	19712						味付かずのこ			Seasoned herring roe 
74	19799						その他の調味加工品			Other processed seasoning 
74	199				他に分類されない加工魚介類					"Fish and shellfish prepared or preserved, n.e.c. "
74	1991					焼干いわし				Roasted and dried sardine 
74	1992					焼かれい				Roasted and dried flatfish 
74	1993					焼干わかさぎ				Roasted and dried pond smelt 
74	1994					焼あなご				Roasted and dried conger eel 
74	1995					煮だこ				Boiled octopus 
74	1996					煮かに				Boiled crabs 
74	1997					煮いか				Boiled cuttlefish and squid 
74	1998					すだこ				(Sliced and) vinegared octopus 
74	1999					他に分類されないその他の加工魚介類				"Other processed fish and shellfish, n.e.c. "
74	2		加工海藻類							"Seaweeds, prepared or preserved "
74	21			こんぶ						Dried tangle 
74	211				元ぞろいこんぶ					"""Motozoroi-kombu' "
74	212				折こんぶ					"""Ori-kombu"" "
74	213				長切こんぶ					"""Nagakiri-kombu"" "
74	214				棒こんぶ					"""Bo-kombu” "
74	215				雑こんぶ					"""Zatsu-kombu"" (dried miscellaneous tangle)"
74	22			こんぶ加工品						Processed tangle 
74	221				おぼろこんぶ					"'Oboro-komibu"" "
74	222				とろろこんぶ					"""Tororo-kombu"" "
74	223				切りこんぶ					"""Kiri-kombu"" "
74	224				刻こんぶ					"""Kizami-kombu"" (shredded dried tangle) "
74	225				青板こんぶ					"""Aoita-kombu"" "
74	226				こんぶ巻					"""Kombu-maki"" "
74	227				甘味こんぶ					"""Amaaji-kombu"" "
74	228				こんぶつくだに					"""Kombu-tsukudani"" "
74	229				その他のこんぶ加工品					Other processed tangle 
74	23			干のり						Dried laver 
74	231				黒のり					"""Kuronori"" "
74	232				青のり					"""Aonori"" "
74	233				混のり					"""Majirinori"" "
74	234				ばらのり					"""Baranori"" "
74	24			のり加工品						Processed laver 
74	241				焼のり					"""Yaki-nori"" (roasted laver) "
74	242				味付のり					"""Ajitsuke-nori"" (seasoned and roasted laver) "
74	243				のりつくだに					"“Nori-tsukudani"" "
74	25			干わかめ類						Dried undaria 
74	251				干わかめ					"""Hoshi-wakame"" (dried undaria) "
74	252				さらしわかめ					"“Sarashi-wakame"" (water washed and dried undaria) "
74	253				鳴門わかめ					"""Naruto-wakame"" "
74	259				その他の干わかめ類					Other dried undaria 
74	26			干ひじき						"""Hoshi-hijiki"" "
74	261				干ひじき（煮干ひじきを除く。）					"""Hoshi-hijiki"" (except ""niboshi-hijiki"") "
74	262				煮干ひじき					"""Niboshi-hijiki"" "
74	27			干あらめ						"""Hoshi-arame"" "
74	28			寒天						Agar-agar 
74	281				天然寒天					Natural agar-agar 
74	2811					細寒天				"""Hoso-kanten"" (strip) "
74	2812					角寒天				"""Kaku-kanten"" (square) "
74	2813					特殊寒天				"""Tokushu-kanten"" "
74	2819					その他の天然寒天				Other natural agar-agar 
74	282				工業寒天					Industrial agar-agar 
74	29			その他の加工海藻類						"Other seaweeds, processed or preserved "
74	291				塩蔵海藻					Salted seaweed 
74	2911					塩わかめ				Salted undaria 
74	2919					その他の塩蔵海藻				Other salted seaweed 
74	292				海藻類冷凍食品					Frozen prepared seaweeds 
74	293				寒天干原草					Dried seaweeds of a kind used for manufacturing agar-agar..121220 
74	2931					素干寒天原草				"""Suboshi-kantengenso"" "
74	2932					塩ぬき寒天原草				"""Shionuki-kantengenso"" (de-salted) "
74	2933					さらし寒天原草				"""Sarashi-kantengenso"" (bleached) "
74	2934					ほんざらし寒天原草				"""Honzarashi-kantengenso"" (semi-bleached) "
74	2939					その他の寒天原草				Other seaweeds of kind used for manufacturing agar-agar 
74	299				他に分類されない加工海藻類					"Seaweed, processed or preserved, n.e.c. "
74	9		その他の水産加工食品							Other processed sea foods 
75		その他の食料品								OTHER FOODS
75	1		調味料及びスープ							Seasonings and soups 
75	11			食塩						Salt 
75	12			みそ						"""Miso' "
75	121				米みそ					Rice miso 
75	122				豆みそ					Soy-beans miso 
75	123				麦みそ					Barley (naked barley or wheat)miso 
75	124				調合みそ					Mixed miso 
75	129				その他のみそ					Other miso 
75	13			しょうゆ						Soy-sauces 
75	131				こいくちしょうゆ					"Soy-sauces, ""koikuchi "" "
75	132				うすくちしょうゆ					"Soy-sauces, “usukuchi"" "
75	133				たまりしょうゆ					"Soy-sauces, “tamari"" "
75	134				さいしこみしょうゆ					"Soy-sauces, ""saishikomi"" "
75	135				しろしょうゆ					"Soy-sauces, white "
75	139				その他のしょうゆ					Other soy sauces 
75	14			ソース						Sauces 
75	141				ウスターソース類					Worcester sauces 
75	1411					ウスターソース				Worcester sauces 
75	1412					中濃ソース				Worcester sauces (semi-thick) 
75	1413					濃厚ソース				Worcester sauces (thick) 
75	1419					その他のウスターソース類				Other worcester sauces 
75	142				ドレッシング					Dressings 
75	1421					マヨネーズ				Mayonaise 
75	1422					液状ドレッシング				Liquefied dressings 
75	1429					その他のドレッシング				Other dressings 
75	149				その他のソース					Other sauces 
75	15			食酢						Vinegar 
75	151				醸造酢					Brewed vinegar 
75	1511					米酢				"""Kome"" vinegar "
75	1512					かす酢				"""Kasu"" vinegar "
75	1513					果実酢				Fruit vinegar 
75	1519					その他の醸造酢				Other brewed vinegar 
75	152				合成酢					Synthetic vinegar 
75	16			うま味調味料						"""Umani"" seasoning's "
75	161				グルタミン酸ソーダ					Mon-sodium glutamate 
75	162				核酸系調味料					Nucleotide seasonings 
75	163				複合うま味調味料					"Compound ""umami"" seasonings "
75	169				その他のうま味調味料					"Other “umami"" seasonings "
75	17			調味料関連製品						Related products of seasoning 
75	171				風味調味料					Flavor seasonings 
75	172				カレールウ					Carry roux 
75	173				めん類等用つゆ					"""Tsuyu"" for vermicelli and similar preparations "
75	174				焼肉等のたれ					Grilled meat's sauces 
75	179				その他の調味料関連製品					Other related products of seasoning 
75	18			スープ						Soups 
75	181				乾燥スープ					Dehydrated soups 
75	1811					コンソメ				Consomme 
75	1812					ポタージュ				Potage 
75	1819					その他の乾燥スープ				Other dehydrated soups 
75	182				乾燥スープ以外のスープ					Soups (except dehydrated soup) 
75	1821					コンソメ				Consomme 
75	1822					ポタージュ				Potage 
75	1829					その他の乾燥スープ以外のスープ				Other dehydrated soups 
75	19			その他の調味料及びスープ						Other seasonings and soups 
75	2		食用油脂（※２６５）							Edible oils and fats 
75	21			食用植物油脂（※２６５３）						"Vegetable oils and fats, edible "
75	211				精製油（※２６５３）					Refined 
75	212				サラダ油（※２６５３）					Salad oil 
75	219				その他の食用植物油脂（※２６５３）					"Other vegetable oils and fats, edible "
75	22			食用動物油脂（※２６５１）						"Animal oils and fats, edible "
75	221				精製ラード（※２６５２）					Refined lard 
75	229				その他の食用動物油脂（※２６５１）					"Other animal oils and fats, edible "
75	23			食用加工油脂（※２６５）						"Processed oils and fats, edible "
75	231				ショートニング（２６５６）					Shortening 
75	232				マーガリン（ファットスプレッドを含む。）（２６５７）					Margarine (including fat spread) 
75	3		調理食品							Prepared foods 
75	31			調理冷凍食品						Prepared frozen foods 
75	311				フライ類及びあげもの類					Fried foods 
75	3111					水産物フライ類				Fried fishes and shellfishes 
75	31111						魚類フライ類			Fried fishes 
75	31112						えびフライ類			Fried shrimps and prawns 
75	31113						いかフライ類			Fried cuttlefishes 
75	31114						くじらフライ類			Fried whales 
75	31115						貝類フライ類			Fried shells 
75	31119						その他の水産物フライ類			Other fried fishes and shellfishes 
75	3112					コロッケ類				Coroquettes 
75	3113					スティック類				Sticks 
75	3114					カツ類				Cutlets 
75	3119					その他のフライ類及びあげもの類				Other fried foods 
75	312				ハンバーグ・ミートボール類					Hamburgsteaks and meat balls 
75	3121					ハンバーグ				Hamburgsteaks 
75	3122					ミートボール				Meat balls 
75	3129					その他のハンバーグ・ミートボール類				Other hamburgsteaks and meat balls 
75	313				シュウマイ・ギョウザ類					"""Shumai"" and ""gyoza"" "
75	3131					シュウマイ				"""Shumai"" "
75	3132					ギョウザ				"""Gyoza"" "
75	3133					春巻				"""Harumaki"" "
75	3134					ワンタン				"""Wantan"" "
75	3139					その他のシュウマイ・ギョウザ類				"Other “shumai” and “gyoza"" "
75	314				肉及び卵の調製品（別掲を除く。）					Meat and egg prepared foods (except otherwise classified) 
75	3141					茶わんむし				"'Chawanmushi"" "
75	3142					卵焼				Baked egg 
75	3143					カレー				Curry 
75	3144					オムレツ				Omelette 
75	3145					ロールキャベツ				Roll cabbage 
75	3149					その他の肉及び卵の調製品				Other meat and egg prepared foods 
75	315				米飯類					Rices 
75	3151					白飯				Rice 
75	3159					その他の米飯類				Other rices 
75	316				めん類					Noodles 
75	317				ベーカリー製品及び菓子類					Bakeries and cakes 
75	3171					パン生地				Dough 
75	3172					ピザパイ				Pizza pies 
75	3173					その他のパイ類				Other pies 
75	3174					まんじゅう				"""Manju"" "
75	3175					プリン				Pudding 
75	3176					ケーキ				Cakes 
75	3179					その他のベーカリー製品及び菓子類				Other bakeries and cakes 
75	319				その他の調理冷凍食品					Other prepared frozen foods 
75	3191					かばやき類				"""Kabayaki"" "
75	3192					シチュー類				Stews 
75	3193					グラタン				Gratin 
75	3194					スープ類				Soups 
75	3195					ソース類				Sauces 
75	3199					他に分類されない調理冷凍食品				"Prepared frozen foods, n.e.c. "
75	32			チルド食品						Chilled foods 
75	321				ハンバーグ					Hamburg steaks 
75	322				ミートボール					Meat balls 
75	323				ギョウザ					"""Gyoza"" "
75	324				シュウマイ					"'Shumai"" "
75	325				春巻					"""Harumaki"" "
75	329				その他のチルド食品					Other chilled foods 
75	33			レトルトパウチ食品						Retortable pouched foods 
75	3301					カレー及びハヤシ				Curry and hash 
75	3302					パスタソース				Pasta-sauces 
75	3303					まあぼ料理のもと				"Prepared materials to ""Mabo dish"" "
75	3304					混ぜごはんのもと類及びどんぶりもののもと				"Prepared materials to ""Mazegohan and Donburimono"" "
75	3305					シチュー				Stew 
75	3306					スープ				Soups 
75	3307					米飯類				Rices 
75	3308					食肉調理品				Prepared meat 
75	33081						食肉味付			Seasoned meat 
75	33082						食肉油漬			Oiled meat 
75	3311					水産調理食品				Prepared fishes and shellfishes 
75	33111						魚肉味付			Seasoned fish 
75	33112						魚肉油漬			Oiled fish 
75	3399					その他のレトルトパウチ食品				Other retortable pouched foods 
75	39			その他の調理食品						Other prepared foods 
75	391				煮物類					Boiled foods 
75	3911					煮魚				Boiled fish 
75	3912					煮まめ				Boiled bean 
75	3913					甘露煮				"""Kanroni"" "
75	3914					おでん				"""Oden"" "
75	3915					カレー				Curry 
75	3916					シチュー				Stew 
75	3917					ロールキャベツ				Roll cabbage 
75	3919					その他の煮物類				Other boiled foods 
75	392				焼物類					Broiled foods 
75	3921					焼肉				Roast meat 
75	3922					焼豚				Roast pork 
75	3923					焼鳥				Roast chicken 
75	3924					玉子焼				Baked egg 
75	3925					オムレツ				Omelette 
75	3926					うなぎ蒲焼				"Broiled eels ""kabayaki"" "
75	3927					グラタン				Gratin 
75	3928					ハンバーグ				Hamburg steaks 
75	3929					その他の焼物類				Other broiled foods 
75	393				炒め物類					Fried sautes 
75	3931					野菜炒め				Fried saute vegetable 
75	3932					きんぴら				"""Kinpira"" "
75	3933					焼きそば				Noodle saute 
75	3939					その他の炒め物類				Other fried sautes 
75	394				揚げ物類					Fried foods 
75	3941					コロッケ				Coroquettes 
75	3942					トンカツ				Pork cutlets 
75	3943					天ぷら				"""Tenpura"" "
75	3944					からあげ				Deep fried foods 
75	3945					魚フライ				Fried fish ..... 
75	3946					串あげ				"Spit fried foods ""kusiage"" "
75	3947					春巻				"“Harumaki"" "
75	3949					その他の揚げ物類				Other fried foods 
75	395				蒸し物類					Smothered foods 
75	3951					ぎょうざ				"""Gyoza"" "
75	3952					しゅうまい				"""Shumai"" "
75	3953					茶碗蒸し				"“Chawan mushi"" "
75	3959					その他の蒸し物類				Other smothered foods 
75	396				和え物類					Dressed foods 
75	3961					野菜サラダ				Vegetable salad 
75	3962					ポテトサラダ				Potato salad 
75	3963					マカロニサラダ				Macaroni salad 
75	3964					酢の物				Vinegared dish 
75	3965					マリネ				Marinade 
75	3969					その他の和え物類				Other dressed foods 
75	397				米飯類					Rices (staple foods) 
75	39701						弁当			Box lunch 
75	39702						おにぎり			"""Onigiri"" "
75	39703						寿司			"""Sushi"" "
75	39704						白飯			Rice 
75	39705						赤飯			"""Sekihan"" steamed rice with red beans "
75	39706						ピラフ			Pilaf 
75	39707						チャーハン			Frizzled rice 
75	39708						サンドイッチ			Sandwiches 
75	39711						ハンバーガー			Hamburger 
75	39712						スパゲッティ			Spaghetti 
75	39713						お好み焼き			"'Okonomiyaki"" "
75	39714						肉まん			"""Nikuman "
75	39715						あんまん			"""Anman"" "
75	39799						その他の米飯類			Other staple foods 
75	399				他に分類されない調理食品					"Prepared foods, n.e.c. "
75	9		他に分類されない食料品							"Foods, n.e.c. "
75	91			イースト及びふくらし粉						Yeast and baking powder 
75	911				パン用イースト					Baker's yeast 
75	912				醸造用イースト					Brewer's yeast 
75	913				ふくらし粉					Baking powder 
75	919				その他のイースト及びふくらし粉					Other yeast and baking powder 
75	92			植物性たん白及び調味植物性たん白						Vegetable protein and seasoned vegetable protein 
75	921				粉末状植物性たん白					Pasty vegetable protein 
75	922				ペースト状植物性たん白					Powdered vegetable protein 
75	923				粒状植物性たん白					Granular vegetable protein 
75	924				繊維状植物性たん白					Fibrous vegetable protein 
75	925				調味粒状植物性たん白					Seasoned granular vegetable protein 
75	926				調味繊維状植物性たん白					Seasoned fibrous vegetable protein 
75	93			麦芽，麦芽抽出物及び麦芽シロップ						"Malt, malt extract and malt syrup "
75	931				麦芽					Malt 
75	932				麦芽抽出及び麦芽シロップ					Malt extract and malt syrup 
75	94			芳香シロップ抽出品，濃縮品，ペースト及び粉末						"Flavoring syrups, extracts concentrates, pastes and powders "
75	95			粉末ジュース						Instant powder juice 
75	99			他に分類されないその他の食料品						"Other foods, n.e.c. "
76		飲料、氷								BEVERAGES AND ICE 
76	1		アルコールを含まない飲料							Non-alcoholic beverages 
76	11			飲料水						Drinking water 
76	111				鉱水					Mineral water 
76	119				その他の飲料水（炭酸水を含む。）					Other drinking water (including carbonated water) 
76	12			清涼飲料						Soft drinks 
76	121				発泡性飲料					Carbonated beverages 
76	1211					炭酸水（砂糖，その他の調味料及び香料を加えないもの）				"Carbonated water (not sugared, seasoned nor flavoured)200290 "
76	1212					コーラ炭酸飲料				Cola drinks 
76	1213					透明炭酸飲料				Clear type carbonated drinks 
76	1214					果汁入り炭酸飲料				Carbonated drinks with fruit juices 
76	1215					果実着色炭酸飲料				Fruit flavour carbonated drinks 
76	1216					乳類入り炭酸飲料				Lactic flavour carbonated drinks 
76	1219					その他の発泡性飲料				Other carbonated drinks 
76	122				非発泡性飲料（うすめて飲用されるものを含む。）					Still beverages (including their concentrates for dilution) 
76	1221					果実飲料				Fruit drinks 
76	12211						天然果汁			Natural fruit juices 
76	122111							かんきつ		Citrus juices 
76	1221111								うんしゅうみかん	"“Unsyu mican"" juices "
76	1221112								オレンジ	Orange juices 
76	1221113								グレープフルーツ	Grapefruit juices 
76	1221119								その他のかんきつ	Other citrus fruit juices 
76	122112							りんご		Apple juices 
76	122113							ぶどう		Grape juices 
76	122114							パインアップル		Pineapple juices 
76	122115							もも		Peach juices 
76	122119							その他の天然果汁		Other natural fruit juices 
76	12212						果汁飲料			Fruit juice drinks 
76	122121							かんきつ		Citrus juice drinks 
76	1221211								うんしゅうみかん	"“Unsyu mican"" juice drinks "
76	1221219								その他のかんきつ	Other citrus fruit juice drinks 
76	122122							りんご		Apple juice drinks 
76	122123							ぶどう		Grape juice drinks 
76	122124							パインアップル		Pineapple juice drinks 
76	122129							その他の果汁飲料		Other fruit juice drinks
76	12213						果肉飲料			Fruit pulp drinks
76	122131							かんきつ		Citrus pulp drinks
76	1221311								うんしゅうみかん	"“Unsyu mican"" pulp drinks"
76	1221312								なつみかん	Summer orange pulp drinks
76	1221329								その他のかんきつ	Other pulp drinks
76	122132							りんご		Apple pulp drinks
76	122133							もも		Peach pulp drinks
76	122139							その他の果肉飲料		Other pulp drinks
76	12214						果汁入り清涼飲料			Soft drinks containing fruit juice
76	122141							かんきつ		Citrus soft drinks
76	1221411								うんしゅうみかん	"“Unsyu rnican"" soft drinks"
76	1221412								なつみかん	Summer orange soft drinks
76	1221413								レモン	Lemon soft drinks
